row_order,row_type,parent_section,raw_item,normalized_item,unit,2023,2024
33,DETAIL,所得税费用与利润总额的关系列示如下,按适用税率计算的所得税费用,按适用税率计算的所得税费用,元,-555728739.0,859249433.0
34,DETAIL,所得税费用与利润总额的关系列示如下,非应纳税收入,非应纳税收入,元,-982753036.0,-547911050.0
35,DETAIL,所得税费用与利润总额的关系列示如下,不得扣除的成本、费用和损失,不得扣除的成本、费用和损失,元,39884580.0,60978529.0
36,DETAIL,所得税费用与利润总额的关系列示如下,其他,其他,元,1669750999.0,2740818116.0
37,DETAIL,所得税费用与利润总额的关系列示如下,所得税费用,所得税费用,元,171153804.0,3113135028.0
38,DETAIL,所得税费用与利润总额的关系列示如下,98收益,98收益,元,4.265691275219301e+25,4.344456127044827e+16
39,DETAIL,所得税费用与利润总额的关系列示如下,变动,变动,元,-1.2747927321677046e+19,4.344456127044827e+16
41,DETAIL,所得税费用与利润总额的关系列示如下,具公允价值变动,具公允价值变动,元,,3.6825302416801493e+19
44,DETAIL,所得税费用与利润总额的关系列示如下,金融变动,金融变动,元,-1.0522171321393717e+19,9.13293710430842e+16
46,DETAIL,所得税费用与利润总额的关系列示如下,收益,收益,元,,401684304288.0
47,DETAIL,所得税费用与利润总额的关系列示如下,变动,变动,元,,401684304288.0
49,DETAIL,所得税费用与利润总额的关系列示如下,具公允价值变动,具公允价值变动,元,,1.7204020661962127e+19
54,DETAIL,所得税费用与利润总额的关系列示如下,净利润/(亏损),净利润/(亏损),元,-2394068758.0,323862703.0
55,DETAIL,所得税费用与利润总额的关系列示如下,加：信用减值损失,加：信用减值损失,元,466409430.0,298770939.0
56,DETAIL,所得税费用与利润总额的关系列示如下,固定资产及投资性房地产折旧,固定资产及投资性房地产折旧,元,118044639.0,214938257.0
57,DETAIL,所得税费用与利润总额的关系列示如下,使用权资产折旧,使用权资产折旧,元,150655429.0,141907312.0
58,DETAIL,所得税费用与利润总额的关系列示如下,无形资产摊销,无形资产摊销,元,192574741.0,222216706.0
59,DETAIL,所得税费用与利润总额的关系列示如下,其他长期资产摊销,其他长期资产摊销,元,28595068.0,24499180.0
61,DETAIL,处置固定资产、无形资产和其他长期,资产的收益,资产的收益,元,216364.0,-224065.0
62,DETAIL,处置固定资产、无形资产和其他长期,投资收益,投资收益,元,-2752467494.0,-1915882579.0
63,DETAIL,处置固定资产、无形资产和其他长期,利息收入,利息收入,元,-5146712329.0,-4865825517.0
64,DETAIL,处置固定资产、无形资产和其他长期,公允价值变动损益,公允价值变动损益,元,-337416539.0,-4851528533.0
65,DETAIL,处置固定资产、无形资产和其他长期,利息支出,利息支出,元,662232836.0,712441280.0
66,DETAIL,处置固定资产、无形资产和其他长期,汇兑收益,汇兑收益,元,-1464253.0,-1300277.0
67,DETAIL,处置固定资产、无形资产和其他长期,租赁负债利息/处置损益,租赁负债利息/处置损益,元,9606004.0,5244908.0
68,DETAIL,处置固定资产、无形资产和其他长期,递延所得税,递延所得税,元,57011913.0,2973128500.0
69,DETAIL,处置固定资产、无形资产和其他长期,结构化主体损益,结构化主体损益,元,167629221.0,211619549.0
70,DETAIL,处置固定资产、无形资产和其他长期,保险合同负债的变动净额,保险合同负债的变动净额,元,26056572542.0,35601360227.0
71,DETAIL,处置固定资产、无形资产和其他长期,分出再保险合同资产的变动净额,分出再保险合同资产的变动净额,元,1408786627.0,2538119120.0
72,DETAIL,处置固定资产、无形资产和其他长期,经营性应收项目的减少/(增加),经营性应收项目的减少/(增加),元,-73731112.0,69243953.0
73,DETAIL,处置固定资产、无形资产和其他长期,经营性应付项目的增加/(减少),经营性应付项目的增加/(减少),元,-20776377293.0,-36034127695.0
74,DETAIL,处置固定资产、无形资产和其他长期,经营活动产生的现金流量净额,经营活动产生的现金流量净额,元,-2163902964.0,-4331536032.0
75,DETAIL,处置固定资产、无形资产和其他长期,101现金的年末余额,101现金的年末余额,元,6395299635.0,6999163241.0
76,DETAIL,处置固定资产、无形资产和其他长期,减：现金的年初余额,减：现金的年初余额,元,5957724911.0,6395299635.0
77,DETAIL,处置固定资产、无形资产和其他长期,现金等价物的年末余额,现金等价物的年末余额,元,15138094833.0,16126972411.0
78,DETAIL,处置固定资产、无形资产和其他长期,减：现金等价物的年初余额,减：现金等价物的年初余额,元,18317495315.0,15138094833.0
79,DETAIL,处置固定资产、无形资产和其他长期,现金及现金等价物净(减少)/增加额,现金及现金等价物净(减少)/增加额,元,-2741825758.0,1592741184.0
82,DETAIL,经营租赁承诺-作为承租人,租赁负债利息费用,租赁负债利息费用,元,9606004.0,5244908.0
84,DETAIL,计入当期损益的采用简化处理的,短期租赁费用,短期租赁费用,元,20686253.0,10514717.0
85,DETAIL,计入当期损益的采用简化处理的,与租赁相关的总现金流出,与租赁相关的总现金流出,元,131175789.0,93225533.0
