table_id,canonical_key,canonical_section,canonical_item,company,document_year,year,scope,restated,unit,source_count,mapping_status,conflict_status,final_value,source_rows,canonical_order,row_type,row_level,parent_section,order_source,reference_capture_run_id,reference_row_order
业务及管理费,CANON::业务及管理费::::工资及福利费,,工资及福利费,交银人寿,2022,2021,本集团,False,,1,AUTO_EXACT_IDENTITY,OK,405251811.0,交银人寿2022年报__业务及管理费__20260721T173423:p91:工资及福利费,1,DETAIL,0,nan,REFERENCE:交银人寿2022年报__业务及管理费__20260721T173423,交银人寿2022年报__业务及管理费__20260721T173423,1.0
业务及管理费,CANON::业务及管理费::::工资及福利费,,工资及福利费,交银人寿,2022,2021,本公司,False,,1,AUTO_EXACT_IDENTITY,OK,349232729.0,交银人寿2022年报__业务及管理费__20260721T173423:p91:工资及福利费,1,DETAIL,0,nan,REFERENCE:交银人寿2022年报__业务及管理费__20260721T173423,交银人寿2022年报__业务及管理费__20260721T173423,1.0
业务及管理费,CANON::业务及管理费::::工资及福利费,,工资及福利费,交银人寿,2022,2022,本集团,False,,1,AUTO_EXACT_IDENTITY,OK,366354777.0,交银人寿2022年报__业务及管理费__20260721T173423:p91:工资及福利费,1,DETAIL,0,nan,REFERENCE:交银人寿2022年报__业务及管理费__20260721T173423,交银人寿2022年报__业务及管理费__20260721T173423,1.0
业务及管理费,CANON::业务及管理费::::工资及福利费,,工资及福利费,交银人寿,2022,2022,本公司,False,,1,AUTO_EXACT_IDENTITY,OK,321213616.0,交银人寿2022年报__业务及管理费__20260721T173423:p91:工资及福利费,1,DETAIL,0,nan,REFERENCE:交银人寿2022年报__业务及管理费__20260721T173423,交银人寿2022年报__业务及管理费__20260721T173423,1.0
业务及管理费,CANON::业务及管理费::::工资及福利费,,工资及福利费,交银人寿,2023,2022,本集团,False,,1,AUTO_EXACT_IDENTITY,OK,366354777.0,交银人寿2023年报__业务及管理费__20260721T173420:p100:工资及福利费,1,DETAIL,0,nan,REFERENCE:交银人寿2022年报__业务及管理费__20260721T173423,交银人寿2022年报__业务及管理费__20260721T173423,1.0
业务及管理费,CANON::业务及管理费::::工资及福利费,,工资及福利费,交银人寿,2023,2022,本公司,False,,1,AUTO_EXACT_IDENTITY,OK,321213616.0,交银人寿2023年报__业务及管理费__20260721T173420:p100:工资及福利费,1,DETAIL,0,nan,REFERENCE:交银人寿2022年报__业务及管理费__20260721T173423,交银人寿2022年报__业务及管理费__20260721T173423,1.0
业务及管理费,CANON::业务及管理费::::工资及福利费,,工资及福利费,交银人寿,2023,2023,本集团,False,,1,AUTO_EXACT_IDENTITY,OK,400219248.0,交银人寿2023年报__业务及管理费__20260721T173420:p100:工资及福利费,1,DETAIL,0,nan,REFERENCE:交银人寿2022年报__业务及管理费__20260721T173423,交银人寿2022年报__业务及管理费__20260721T173423,1.0
业务及管理费,CANON::业务及管理费::::工资及福利费,,工资及福利费,交银人寿,2023,2023,本公司,False,,1,AUTO_EXACT_IDENTITY,OK,364635392.0,交银人寿2023年报__业务及管理费__20260721T173420:p100:工资及福利费,1,DETAIL,0,nan,REFERENCE:交银人寿2022年报__业务及管理费__20260721T173423,交银人寿2022年报__业务及管理费__20260721T173423,1.0
业务及管理费,CANON::业务及管理费::::工资及福利费,,工资及福利费,交银人寿,2024,2023,本集团,True,,1,AUTO_EXACT_IDENTITY,OK,400219248.0,交银人寿2024年报__业务及管理费__20260721T173418:p121:工资及福利费,1,DETAIL,0,nan,REFERENCE:交银人寿2022年报__业务及管理费__20260721T173423,交银人寿2022年报__业务及管理费__20260721T173423,1.0
业务及管理费,CANON::业务及管理费::::工资及福利费,,工资及福利费,交银人寿,2024,2023,本公司,True,,1,AUTO_EXACT_IDENTITY,OK,364635392.0,交银人寿2024年报__业务及管理费__20260721T173418:p121:工资及福利费,1,DETAIL,0,nan,REFERENCE:交银人寿2022年报__业务及管理费__20260721T173423,交银人寿2022年报__业务及管理费__20260721T173423,1.0
