pdf_name,table_query,note_number,located_title,row_order,row_type,row_level,parent_section,raw_item,normalized_item,canonical_item,mapping_status,year,scope,restated,header_raw,value_raw,value,value_yuan,unit,page,header_source_page,source_method,original_unit
923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,24,DETAIL,1,不可归属于保险合同组合的费用,第84页银行存款减值损失/(转回),第84页银行存款减值损失/(转回),,UNMAPPED,2024.0,,False,2024,"194,202.15",194202.15,,,141,,spatial_roi+column_anchors,
923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,24,DETAIL,1,不可归属于保险合同组合的费用,第84页银行存款减值损失/(转回),第84页银行存款减值损失/(转回),,UNMAPPED,2023.0,,True,2023 | (已重述),"(1,536.84)",-1536.84,,,141,,spatial_roi+column_anchors,
923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,25,DETAIL,1,不可归属于保险合同组合的费用,存出资本保证金减值损失/(转回),存出资本保证金减值损失/(转回),,UNMAPPED,2024.0,,False,2024,"9,336.61",9336.61,,,141,,spatial_roi+column_anchors,
923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,25,DETAIL,1,不可归属于保险合同组合的费用,存出资本保证金减值损失/(转回),存出资本保证金减值损失/(转回),,UNMAPPED,2023.0,,True,2023 | (已重述),"(1,698.47)",-1698.47,,,141,,spatial_roi+column_anchors,
923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,26,DETAIL,1,不可归属于保险合同组合的费用,债权投资减值(转回)/损失,债权投资减值(转回)/损失,,UNMAPPED,2024.0,,False,2024,"(294,035.53)",-294035.53,,,141,,spatial_roi+column_anchors,
923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,26,DETAIL,1,不可归属于保险合同组合的费用,债权投资减值(转回)/损失,债权投资减值(转回)/损失,,UNMAPPED,2023.0,,True,2023 | (已重述),"207,294.55",207294.55,,,141,,spatial_roi+column_anchors,
923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,27,DETAIL,1,不可归属于保险合同组合的费用,其他债权投资减值损失,其他债权投资减值损失,,UNMAPPED,2024.0,,False,2024,"694,003.95",694003.95,,,141,,spatial_roi+column_anchors,
923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,27,DETAIL,1,不可归属于保险合同组合的费用,其他债权投资减值损失,其他债权投资减值损失,,UNMAPPED,2023.0,,True,2023 | (已重述),"37,629.91",37629.91,,,141,,spatial_roi+column_anchors,
923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,28,DETAIL,1,不可归属于保险合同组合的费用,其他减值损失,其他减值损失,,UNMAPPED,2024.0,,False,2024,"3,562.86",3562.86,,,141,,spatial_roi+column_anchors,
923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,28,DETAIL,1,不可归属于保险合同组合的费用,其他减值损失,其他减值损失,,UNMAPPED,2023.0,,True,2023 | (已重述),13.84,13.84,,,141,,spatial_roi+column_anchors,
923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,29,TOTAL,1,不可归属于保险合同组合的费用,合计,合计,,UNMAPPED,2024.0,,False,2024,"607,070.04",607070.04,,,141,,spatial_roi+column_anchors,
923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,29,TOTAL,1,不可归属于保险合同组合的费用,合计,合计,,UNMAPPED,2023.0,,True,2023 | (已重述),"241,702.99",241702.99,,,141,,spatial_roi+column_anchors,
923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,30,SECTION_HEADER,0,,31.所得税费用,31.所得税费用,,UNMAPPED,,,,,,,,,141,140.0,spatial_roi,
923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,31,DETAIL,1,31.所得税费用,当期所得税,当期所得税,,UNMAPPED,2024.0,,False,2024,-,,,,141,,spatial_roi+column_anchors,
923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,31,DETAIL,1,31.所得税费用,当期所得税,当期所得税,,UNMAPPED,2023.0,,True,2023 | (已重述),-,,,,141,,spatial_roi+column_anchors,
923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,32,DETAIL,1,31.所得税费用,递延所得税,递延所得税,,UNMAPPED,2024.0,,False,2024,"2,270,334.55",2270334.55,,,141,,spatial_roi+column_anchors,
923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,32,DETAIL,1,31.所得税费用,递延所得税,递延所得税,,UNMAPPED,2023.0,,True,2023 | (已重述),"(47,867.92)",-47867.92,,,141,,spatial_roi+column_anchors,
923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,33,TOTAL,1,31.所得税费用,合计,合计,,UNMAPPED,2024.0,,False,2024,"2,270,334.55",2270334.55,,,141,,spatial_roi+column_anchors,
923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,33,TOTAL,1,31.所得税费用,合计,合计,,UNMAPPED,2023.0,,True,2023 | (已重述),"(47,867.92)",-47867.92,,,141,,spatial_roi+column_anchors,
923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,34,SECTION_HEADER,0,,第85页,第85页,,UNMAPPED,,,,,,,,,141,140.0,spatial_roi,
